id,price
0,3749
1,1076
2,18423
3,9442
4,1700
5,2042
6,2137
7,3850
8,3511
9,13953
10,3605
11,698
12,874
13,4452
14,811
15,4389
16,2167
17,4194
18,1063
19,3371
20,911
21,10071
22,878
23,9050
24,4084
25,7274
26,6092
27,521
28,1792
29,18741
30,743
31,4788
32,7602
33,5555
34,1624
35,1819
36,959
37,3046
38,12063
39,462
40,1084
41,6180
42,1843
43,4976
44,2516
45,1318
46,4821
47,5590
48,3924
49,1598
50,612
51,900
52,579
53,3618
54,4250
55,936
56,3837
57,2777
58,2192
59,1013
60,5899
61,7917
62,1266
63,6230
64,3734
65,6897
66,2973
67,3847
68,789
69,956
70,5324
71,2811
72,992
73,5005
74,2278
75,15977
76,17999
77,10635
78,737
79,11039
80,4452
81,5625
82,6772
83,11815
84,5080
85,17723
86,1754
87,7936
88,1095
89,1793
90,13512
91,5050
92,1190
93,1137
94,1589
95,1113
96,717
97,3139
98,999
99,7308
100,1080
101,1940
102,3663
103,1176
104,6289
105,1046
106,12174
107,1018
108,709
109,3997
110,2517
111,8404
112,1282
113,584
114,3243
115,1134
116,17987
117,1438
118,1153
119,858
120,506
121,10825
122,450
123,3175
124,17393
125,943
126,1065
127,2313
128,2321
129,3726
130,1408
131,1974
132,688
133,625
134,648
135,2589
136,855
137,1889
138,5231
139,3793
140,460
141,8770
142,1078
143,16629
144,5459
145,625
146,2753
147,14400
148,10410
149,5331
150,4037
151,7885
152,1080
153,2295
154,4257
155,4476
156,9411
157,14354
158,2473
159,12951
160,2656
161,5469
162,462
163,4588
164,3602
165,984
166,898
167,4004
168,3543
169,17237
170,10080
171,9738
172,1960
173,11333
174,599
175,923
176,1050
177,900
178,2097
179,5364
180,1192
181,1918
182,2837
183,612
184,3581
185,544
186,5251
187,11456
188,9074
189,13746
190,8075
191,2871
192,2314
193,751
194,2801
195,7136
196,3584
197,5747
198,1869
199,7329
200,716
201,998
202,958
203,6159
204,3730
205,6464
206,1320
207,1945
208,9863
209,3648
210,678
211,4824
212,2229
213,1376
214,1263
215,10824
216,1082
217,4250
218,5103
219,485
220,1913
221,2846
222,4426
223,1389
224,949
225,505
226,2415
227,5868
228,766
229,1013
230,4155
231,4916
232,9051
233,792
234,906
235,1950
236,612
237,2573
238,5932
239,2339
240,419
241,2973
242,16629
243,642
244,1052
245,1270
246,2747
247,911
248,15658
249,709
250,1077
251,1842
252,1261
253,818
254,596
255,694
256,11434
257,665
258,552
259,11333
260,394
261,6320
262,7161
263,7440
264,1698
265,11284
266,3234
267,2170
268,394
269,1237
270,917
271,5361
272,3308
273,955
274,10197
275,554
276,1308
277,3763
278,450
279,2446
280,1170
281,12247
282,2063
283,8275
284,355
285,3864
286,7909
287,2420
288,725
289,1246
290,549
291,5884
292,1397
293,11640
294,526
295,11104
296,3053
297,1585
298,755
299,2322
300,11248
301,1637
302,1980
303,4317
304,6140
305,1622
306,807
307,675
308,970
309,8763
310,1422
311,3604
312,16319
313,1343
314,6410
315,7308
316,917
317,8590
318,6443
319,3152
320,1690
321,3091
322,1080
323,776
324,732
325,5645
326,734
327,827
328,3185
329,3179
330,16560
331,3053
332,2119
333,593
334,11108
335,2830
336,4710
337,445
338,928
339,13215
340,557
341,608
342,694
343,1294
344,791
345,2548
346,1893
347,4155
348,6766
349,2240
350,720
351,1809
352,5756
353,1736
354,959
355,14375
356,6692
357,992
358,949
359,16778
360,3093
361,7189
362,1805
363,3314
364,14752
365,802
366,5443
367,1822
368,3234
369,7329
370,10443
371,2714
372,901
373,2321
374,6837
375,9188
376,2312
377,1649
378,4155
379,6320
380,1788
381,2808
382,1064
383,911
384,9050
385,1272
386,3246
387,14386
388,972
389,622
390,1641
391,4194
392,1002
393,702
394,13214
395,8444
396,407
397,6342
398,3224
399,943
400,3080
401,767
402,10401
403,4549
404,4795
405,1072
406,1020
407,4038
408,9001
409,2712
410,14430
411,5406
412,1625
413,900
414,4887
415,687
416,4627
417,3864
418,1911
419,10546
420,3812
421,1995
422,5555
423,3211
424,14278
425,2777
426,5626
427,2905
428,1059
429,2618
430,5044
431,1818
432,2240
433,7079
434,8385
435,15691
436,936
437,1230
438,1107
439,5055
440,648
441,1174
442,16291
443,1128
444,882
445,648
446,3153
447,3087
448,844
449,911
450,13903
451,5555
452,7291
453,5943
454,561
455,709
456,16147
457,936
458,544
459,972
460,2063
461,16575
462,2964
463,6806
464,5316
465,4042
466,1338
467,553
468,1125
469,421
470,672
471,1006
472,3053
473,3763
474,4875
475,2111
476,770
477,1074
478,5282
479,3709
480,8311
481,2762
482,776
483,794
484,5560
485,1051
486,5017
487,982
488,2760
489,1046
490,2856
491,622
492,999
493,2732
494,1061
495,2551
496,5757
497,956
498,8526
499,1821
500,855
501,2318
502,1107
503,2321
504,1323
505,3850
506,854
507,11069
508,599
509,6843
510,912
511,10197
512,1437
513,13357
514,2227
515,847
516,6215
517,5242
518,3050
519,972
520,1240
521,6566
522,522
523,1687
524,2705
525,593
526,12907
527,3390
528,432
529,624
530,898
531,511
532,803
533,729
534,2196
535,967
536,3296
537,1648
538,2919
539,4805
540,1361
541,9681
542,3385
543,4504
544,1591
545,11572
546,1330
547,3770
548,540
549,1020
550,408
551,876
552,1074
553,895
554,2393
555,756
556,5943
557,1838
558,1096
559,4253
560,5412
561,608
562,791
563,5199
564,593
565,1355
566,16629
567,2755
568,14490
569,1008
570,3524
571,4691
572,5132
573,11868
574,1354
575,2106
576,1407
577,15064
578,3936
579,6564
580,3012
581,5443
582,6048
583,450
584,7577
585,1798
586,5165
587,1754
588,3850
589,1605
590,525
591,3942
592,5320
593,4845
594,1244
595,644
596,4911
597,2562
598,1354
599,980
600,7909
601,6159
602,4489
603,525
604,14445
605,421
606,1735
607,5158
608,3287
609,10239
610,1163
611,649
612,4297
613,3179
614,1015
615,4416
616,1268
617,1778
618,566
619,1349
620,7267
621,673
622,1064
623,4838
624,678
625,13060
626,3734
627,576
628,4692
629,749
630,675
631,1350
632,5339
633,2507
634,5864
635,4843
636,924
637,1374
638,5826
639,7832
640,6399
641,943
642,1637
643,4044
644,698
645,484
646,2338
647,460
648,544
649,13919
650,7917
651,756
652,5282
653,17125
654,1443
655,1836
656,475
657,678
658,7343
659,6350
660,2119
661,15226
662,2064
663,435
664,9341
665,982
666,599
667,484
668,802
669,688
670,9201
671,5387
672,1822
673,5111
674,4890
675,6342
676,18701
677,3881
678,11310
679,2892
680,956
681,11220
682,773
683,4070
684,1272
685,3429
686,6789
687,521
688,3713
689,2275
690,8093
691,4437
692,2020
693,7661
694,8931
695,5813
696,582
697,3107
698,7823
699,9886
700,1170
701,2657
702,16733
703,2344
704,462
705,1306
706,1200
707,5937
708,3087
709,5341
710,6177
711,10239
712,4096
713,4312
714,4540
715,1815
716,3847
717,1244
718,862
719,923
720,5055
721,4942
722,3528
723,1025
724,1257
725,2090
726,5102
727,1580
728,693
729,5595
730,848
731,1799
732,11379
733,3881
734,2703
735,731
736,975
737,3205
738,11464
739,3148
740,820
741,776
742,7755
743,5165
744,9598
745,9660
746,14154
747,13211
748,4338
749,7964
750,6485
751,2839
752,947
753,450
754,15505
755,999
756,1046
757,11175
758,4151
759,536
760,1649
761,5544
762,15002
763,645
764,1255
765,3845
766,1420
767,4375
768,2414
769,4504
770,2415
771,972
772,6727
773,4416
774,3004
775,1263
776,506
777,4015
