id,price
0,4556.394884490504
1,1036.1868145018245
2,16245.585775080855
3,6813.53696570615
4,1507.2782448587675
5,2138.434622270593
6,2018.6751563886294
7,1859.6253717713366
8,3397.626188050875
9,15706.079540617671
10,3586.222265874122
11,519.4154495537271
12,686.3323435525027
13,3919.2766790505448
14,854.8005644248643
15,4636.5923144901735
16,2323.225259166575
17,4039.371400830575
18,600.3417305282101
19,3863.5385601238454
20,881.6558286143297
21,8474.198716699033
22,621.6417673882069
23,10586.237457521773
24,3956.318402841341
25,7316.18744952102
26,5949.749377519298
27,570.3269844820298
28,2252.273687106002
29,16189.97879019406
30,639.5503749725424
31,4848.041405688426
32,8361.40417355698
33,6076.520106457093
34,1588.352405155051
35,1588.7972408092596
36,607.7471393432983
37,2390.0413380624154
38,16517.008138648584
39,515.7120830234512
40,1052.6391803001218
41,6098.061147166114
42,2181.651792938927
43,4782.877810988572
44,1870.1203884513345
45,1438.761946049031
46,5911.983574482878
47,5404.044436871832
48,3516.852321018824
49,1358.4327206967453
50,607.7893490565464
51,732.1473858669094
52,649.1493641292575
53,2745.485586528989
54,4538.753156636634
55,843.6130437042946
56,4025.5752006617586
57,2190.1716569391115
58,2192.150228259313
59,930.8028698742276
60,6574.0007615207705
61,7596.4798740668175
62,1352.9250651305115
63,4670.131157395047
64,4151.685169770889
65,6752.783514083081
66,3051.1961066653507
67,3718.3970916271364
68,792.7623330748875
69,732.183206907302
70,4994.295616649247
71,4775.510449755381
72,921.6952302498308
73,5031.0676624768585
74,3187.705532337792
75,16528.699410964524
76,16998.32340084716
77,13754.980534207412
78,709.5157654572122
79,10574.233658160005
80,3556.4005184538605
81,6182.468415323244
82,7232.750196936791
83,12413.602532263692
84,6333.320553316097
85,11054.814337077663
86,1914.5613863965928
87,7483.214704607125
88,973.525957911866
89,1807.5640546804887
90,12979.197547531488
91,4982.0939128525515
92,1735.4201019593136
93,957.8769864812191
94,2760.8837711854085
95,1236.7849632842924
96,1049.428661146154
97,3313.48126756292
98,959.0008659191195
99,9746.674621041344
100,784.1754278154191
101,1809.4626562822032
102,3460.877415740875
103,1172.1534270366292
104,6058.5359452366865
105,866.8241200237559
106,7939.325119611448
107,1121.3509454400921
108,615.5144114972345
109,4577.597074889383
110,3542.588578399699
111,6189.092594427422
112,1303.9078789617001
113,613.4613689924098
114,4099.648170480428
115,2152.269156025094
116,14294.15376217814
117,1375.0230574753855
118,1052.8979748229006
119,713.9790858621731
120,504.6614476651218
121,13594.506062499933
122,457.0941996139888
123,3497.433416081482
124,10959.269823235578
125,861.5788273657605
126,1219.8446607353303
127,2328.414210122059
128,2554.126367447877
129,4211.3337838426305
130,1608.7954146771426
131,3925.0793589075156
132,701.8608589499671
133,652.6967337518173
134,629.7198043125517
135,2824.422848800992
136,508.39099230771797
137,1810.0936674384723
138,5049.406340418643
139,3304.4699411821193
140,476.29992330067824
141,9036.913400983953
142,1330.7205541532692
143,17306.789481319207
144,6370.572777723302
145,718.6641327729518
146,1548.6763679855708
147,15863.603060870064
148,11637.952792678792
149,6189.060567040349
150,4094.066628940928
151,9582.465207166364
152,519.747701472319
153,2227.426264361707
154,4269.201173407777
155,4547.767666176481
156,6356.979912863795
157,14106.2584591449
158,2028.935757991788
159,12216.43602291331
160,2190.809814571597
161,4090.6275704057184
