id,price
0,967
1,5139
2,4664
3,1865
4,2716
5,3431
6,3109
7,2321
8,4577
9,3197
10,4332
11,3138
12,2937
13,1806
14,3489
15,3567
16,4715
17,2925
18,1729
19,5003
20,1593
21,3694
22,1255
23,2913
24,1656
25,4241
26,1388
27,1773
28,4305
29,3882
30,3672
31,952
32,5275
33,3273
34,2958
35,2976
36,3375
37,1660
38,5041
39,2100
40,4836
41,2294
42,4955
43,3236
44,2662
45,2356
46,4270
47,3749
48,5031
49,1431
50,5082
51,1262
52,3958
53,3190
54,1318
55,3892
56,3169
57,1189
58,4484
59,5191
60,4303
61,1597
62,1246
63,1681
64,2567
65,3192
66,1284
67,1275
68,4773
69,1653
70,989
71,2710
72,4387
73,3481
74,2115
75,4629
76,5160
77,3654
78,2940
79,4534
80,2558
81,2767
82,4806
83,4871
84,5088
85,1693
86,5312
87,3301
88,3041
89,3130
90,3331
91,3378
92,3550
93,2005
94,2869
95,3635
96,4722
97,1353
98,3683
99,4850
100,2381
101,4133
102,2899
103,3948
104,1745
105,1391
106,2194
107,2659
108,1945
109,2918
110,1980
111,4404
112,4587
113,1762
114,2111
115,5122
116,4303
117,2512
118,3928
119,3799
120,1607
121,2247
122,1823
123,5273
124,1643
125,3642
126,2153
127,3866
128,1082
129,4277
130,2373
131,3350
132,3382
133,986
134,3164
135,2060
136,2257
137,5310
138,4636
139,1127
140,961
141,2715
142,1794
143,2198
144,1428
145,3152
146,1975
147,2101
148,1311
149,3865
150,1916
151,3028
152,4647
153,2837
154,2501
155,2384
156,4365
157,1936
158,2331
159,3777
160,2447
161,4033
162,3923
163,2824
164,2287
165,3684
166,3729
167,4316
168,1349
169,1532
170,2139
171,3954
172,2263
173,3158
174,1329
175,2107
176,2995
177,1994
178,2952
179,2253
180,4651
181,1377
182,1357
183,2179
184,3996
185,4766
186,2029
187,4957
188,1325
189,5098
190,1048
191,4913
192,4442
193,4540
194,1168
195,4514
196,4945
197,4201
198,2781
199,2616
200,4716
201,3837
202,4336
203,3155
204,1132
205,3267
206,1317
207,3402
208,1128
209,1137
210,2551
211,1301
212,1916
213,3357
214,4620
215,4231
216,3767
217,4798
218,4424
219,4054
220,1386
221,5011
222,4046
223,2735
224,4104
225,4591
226,963
227,2400
228,2204
229,1261
230,1689
231,977
232,4125
233,2010
234,4114
235,2334
236,5205
237,3855
238,3940
239,4146
240,4532
241,3020
242,4826
243,1436
244,2961
245,3533
246,4928
247,2511
248,4395
249,5169
250,1733
251,2166
252,2457
253,4040
254,3039
255,2454
256,1238
257,3123
258,2279
259,1185
260,1969
261,4813
262,3503
263,3341
264,4986
265,1157
266,2588
267,4823
268,2535
269,4633
270,4772
271,3412
272,1474
273,1358
274,2113
275,4752
276,4833
277,4925
278,4475
279,2752
280,3747
281,3744
282,3429
283,2564
284,1125
285,4495
286,4845
287,2020
288,3699
289,1274
290,3172
291,4518
292,2912
293,1199
294,4102
295,2387
296,2022
297,2599
298,4025
299,1960
300,4356
301,2086
302,2310
303,4040
304,4957
305,2715
306,3190
307,1287
308,974
309,4206
310,2032
311,3539
312,3849
313,2305
314,3361
315,3605
316,1221
317,2230
318,2912
319,1672
320,4299
321,1139
322,2021
323,4782
324,1021
325,2357
326,1884
327,3025
328,4114
329,1753
330,4668
331,3189
332,2545
333,2753
334,4654
335,3187
336,2036
337,2160
338,1868
339,4173
340,3572
341,2151
342,3438
343,3934
344,3203
345,3063
346,3812
347,2864
348,1274
349,4365
350,4738
351,1944
352,3355
353,3947
354,3449
355,4633
356,2655
357,3059
358,1808
359,4142
360,3207
361,4842
362,4983
363,4626
364,4977
365,1977
366,2465
367,4518
368,1100
369,2128
370,5291
371,4678
372,4124
373,4309
374,5311
375,4227
376,1385
377,3598
378,3419
379,2781
380,3011
381,1168
382,3951
383,4139
384,1778
385,4095
386,3472
387,4623
388,2446
389,1932
390,3811
391,3662
392,3301
393,4102
394,4589
395,2021
396,3204
397,4852
398,4530
399,4637
400,3772
401,2894
402,1681
403,1506
404,4772
405,4507
406,4312
407,2684
408,4406
409,4915
410,3976
411,4515
412,5218
413,2974
414,5171
415,2239
416,3753
417,3129
418,4726
419,2103
420,1731
421,5247
422,1135
423,1031
424,1284
425,2173
426,1014
427,3072
428,1596
429,1977
430,3376
431,4495
432,1134
433,3009
434,1676
435,1955
436,5205
437,2838
438,2700
439,3710
440,3935
441,4258
442,2361
443,2607
444,3630
445,3252
446,2394
447,1135
448,2777
449,2672
450,3126
451,2582
452,3881
453,2092
454,2834
455,3282
456,4146
457,1134
458,2813
459,4841
460,1003
461,1070
462,3292
463,4238
464,1047
465,2032
466,5172
467,4836
468,1719
469,2653
470,5050
471,2909
472,4643
473,4578
474,4190
475,1607
476,4559
477,2514
478,2953
479,5180
480,3292
481,2000
482,2900
483,2993
484,1063
485,2390
486,5111
487,4559
488,3881
489,1440
490,2737
491,4507
492,4893
493,2741
494,1594
495,1381
496,2953
497,2423
498,3492
499,4120
500,1784
501,2910
502,1068
503,5231
504,3650
505,1374
506,4055
507,1330
508,2176
509,4698
510,3778
511,4715
512,2221
513,2945
514,2626
515,2157
516,1498
517,3412
518,2446
519,3889
520,2660
521,2223
522,4974
523,4557
524,1301
525,1005
526,2582
527,4132
528,1480
529,1268
530,5043
531,4177
532,2681
533,4973
534,1130
535,1135
536,2299
537,4238
538,1732
539,4452
540,3653
541,4096
542,4736
543,2022
544,1329
545,4266
546,1996
547,3893
548,3994
549,2084
550,1985
551,1040
552,2489
553,4551
554,4889
555,4601
556,2165
557,1793
558,4323
559,2140
560,2151
561,3599
562,4166
563,3710
564,4124
565,2363
566,2810
567,3538
568,4316
569,3008
570,3972
571,5004
572,4972
573,4050
574,2056
575,4584
576,1699
577,5151
578,2618
579,3413
580,1007
581,3654
582,4288
583,4833
584,5211
585,3533
586,2525
587,2994
588,4422
589,5102
590,2003
591,1963
592,3718
593,3010
594,4625
595,4654
596,3668
597,3950
598,4146
599,3532
600,1371
601,4768
602,1076
603,1193
604,981
605,2475
606,2127
607,5212
608,2229
609,2069
610,4838
611,957
612,1797
613,1997
614,3915
615,2116
616,2286
617,2730
618,1024
619,1998
620,1259
621,2424
622,5269
623,3869
624,2361
625,3409
626,960
627,1364
628,4047
629,3604
630,5283
631,2754
632,2577
633,2203
634,2327
635,4797
636,2256
637,2809
638,5222
639,2227
640,4587
641,5116
642,3508
643,2068
644,3927
645,3299
646,2095
647,3568
648,1877
649,3055
650,5024
651,1169
652,3770
653,4028
654,3246
655,3983
656,3231
657,3698
658,1244
659,2221
660,3703
661,1335
662,2210
663,2487
664,3269
665,2310
666,3637
667,4981
668,2205
669,1617
670,2389
671,3404
672,4664
673,2303
674,4394
675,4051
676,2207
677,5213
678,1078
679,4910
680,4984
681,3828
682,3567
683,3732
684,2449
685,2529
686,2008
687,4668
688,5039
689,5240
690,1607
691,2744
692,4969
693,1591
694,1101
695,2894
696,2401
697,2061
698,3614
699,3938
700,2474
701,3975
702,1877
703,5187
704,2753
705,982
706,1771
707,2508
708,2499
709,4195
710,4756
711,4196
712,3969
713,3351
714,2737
715,1601
716,3662
717,1501
718,4656
719,3769
720,4564
721,1913
722,1521
723,3660
724,3480
725,1047
726,3240
727,2714
728,2096
729,2575
730,5045
731,4568
732,1288
733,2231
734,1822
735,4703
736,3983
737,3185
738,3507
739,3643
740,3316
741,4141
742,4169
743,5195
744,1374
745,2768
746,3368
747,1655
748,3549
749,1501
750,2866
751,2350
752,4799
753,1123
754,4492
755,2785
756,3371
757,3971
758,4005
759,2661
760,3816
761,1847
762,2042
763,2183
764,1135
765,2900
766,4267
767,1807
768,1678
769,4829
770,2881
771,3161
772,2120
773,4487
774,2813
775,2268
776,3229
777,4101
778,4087
779,2191
780,3024
781,3619
782,5131
783,2286
784,4914
785,4983
786,1061
787,1795
788,5020
789,4568
790,4315
791,3203
792,1163
793,3846
794,1901
795,1516
796,3071
797,2984
798,4500
799,3715
800,4171
801,1272
802,5219
803,3280
804,3419
805,2300
806,1553
807,2032
808,3196
809,3804
810,1825
811,3750
812,5276
813,2373
814,2232
815,1966
816,4906
817,4653
818,1528
819,2987
820,3607
821,3480
822,1063
823,2864
824,2606
825,2257
826,2271
827,1277
828,3516
829,4752
830,1715
831,1989
832,1561
833,4407
834,1613
835,3159
836,3429
837,1024
838,2788
839,2817
840,2760
841,2583
842,1793
843,4171
844,3480
845,1953
846,1395
847,3241
848,4077
849,4839
850,5160
851,1536
852,4709
853,3309
854,1957
855,3190
856,3564
857,4916
858,1827
859,3752
860,4781
861,3435
862,1754
863,4183
864,5063
865,1659
866,3679
867,2090
868,2463
869,3415
870,2525
871,2518
872,1251
873,2933
874,4950
875,2723
876,2821
877,2819
878,1363
879,4479
880,4840
881,5035
882,3376
883,4705
884,4922
885,3811
886,2614
887,1651
888,4508
889,4081
890,2417
891,1137
892,3398
893,3059
894,1762
895,1925
896,4416
897,1994
898,984
899,2780
900,2105
901,2598
902,1617
903,2885
904,1346
905,3472
906,3645
907,4751
908,4962
909,2651
910,2701
911,3582
912,1067
913,1727
914,4700
915,5115
916,4472
917,1546
918,4971
919,4035
920,4040
921,3098
922,2471
923,2849
924,2227
925,1468
926,3205
927,974
928,2824
929,4322
930,4138
931,1332
932,2100
933,2532
934,5127
935,4775
936,1969
937,2391
938,3914
939,3719
940,3624
941,2404
942,4832
943,4112
944,1673
945,4991
946,1236
947,2254
948,2399
949,3573
950,3690
951,3592
952,2672
953,4242
954,1898
955,2827
956,1526
957,1133
958,1895
959,5244
960,5254
961,4298
962,2855
963,3293
964,4083
965,2189
966,2021
967,2488
968,5192
969,3525
970,5052
971,1296
972,4020
973,1411
974,2684
975,2858
976,2503
977,5137
978,5053
979,4751
980,2595
981,4300
982,4953
983,5112
984,5013
985,4280
986,4486
987,4502
988,4020
989,4269
990,2979
991,5127
992,3407
993,5010
994,4879
995,3621
996,1286
997,3052
998,2929
999,1144
1000,2632
1001,5054
1002,2985
1003,4937
1004,5124
1005,1522
1006,2724
1007,2588
1008,3981
1009,4896
1010,2113
1011,5102
1012,1821
1013,3689
1014,3603
1015,3236
1016,2873
1017,4490
1018,3338
1019,1205
1020,5109
1021,2262
1022,4922
1023,4759
1024,1550
1025,4800
1026,2786
1027,1217
1028,2667
1029,2390
1030,1293
1031,5159
1032,2503
1033,4679
1034,4135
1035,2401
1036,1261
1037,2644
1038,2327
1039,3179
1040,2025
1041,5295
1042,3100
1043,4235
1044,4093
1045,3058
1046,3506
1047,2246
1048,3681
1049,3264
1050,2338
1051,2449
1052,4932
1053,4230
1054,4233
1055,2754
1056,5196
1057,3720
1058,2443
1059,4803
1060,1072
1061,3977
1062,3275
1063,4960
1064,4036
1065,2005
1066,1423
1067,2226
1068,2885
1069,2356
1070,4844
1071,3153
1072,4808
1073,3708
1074,2812
1075,1355
1076,3212
1077,1677
1078,1339
1079,5024
1080,4838
1081,1879
1082,3757
1083,5296
1084,2509
1085,957
1086,1160
1087,4410
1088,5035
1089,3603
1090,4330
1091,3681
1092,5029
1093,1121
1094,2084
1095,3958
1096,3048
1097,5078
1098,1658
1099,2236
1100,3407
1101,1654
1102,1019
1103,4151
1104,2680
1105,2837
1106,4815
1107,1309
1108,5214
1109,5157
1110,4734
1111,1908
1112,4977
1113,3556
1114,3025
1115,3936
1116,2001
1117,3770
1118,5233
1119,2971
1120,1240
1121,1970
1122,2885
1123,3429
1124,2944
1125,3116
1126,2451
1127,1689
1128,3392
1129,1408
1130,2387
1131,2779
1132,1702
1133,1288
1134,2827
1135,1003
1136,3309
1137,5049
1138,3623
1139,3113
1140,2588
1141,3179
1142,2339
1143,4650
1144,4483
1145,2060
1146,3032
1147,1658
1148,3628
1149,2770
1150,2207
1151,1901
1152,1828
1153,2403
1154,4802
1155,5096
1156,3111
1157,3661
1158,2471
1159,4447
1160,4906
1161,1045
1162,3210
1163,5303
1164,4822
1165,2634
1166,1494
1167,2612
1168,2445
1169,1653
1170,3290
1171,1489
1172,4208
1173,3099
1174,5036
1175,1021
1176,1896
1177,2582
1178,4235
1179,4233
1180,3215
1181,4388
1182,2630
1183,3415
1184,976
1185,2319
1186,961
1187,5159
1188,1147
1189,4214
1190,3016
1191,2742
1192,3883
1193,2201
1194,2729
1195,2378
1196,986
1197,2564
1198,4860
1199,1996
1200,4183
1201,2447
1202,1013
1203,3209
1204,4831
1205,3801
1206,1848
1207,3069
1208,2606
1209,3297
1210,2956
1211,1507
1212,1372
1213,3779
1214,1702
1215,4831
1216,4576
1217,3070
1218,4859
1219,5290
1220,3132
1221,4187
1222,3053
1223,4706
1224,3239
1225,3655
1226,2935
1227,3115
1228,1401
1229,3314
1230,2475
1231,2342
1232,4674
1233,1413
1234,4646
1235,2194
1236,2017
1237,3060
1238,3460
1239,3309
1240,1805
1241,4271
1242,1189
1243,2098
1244,2559
1245,1392
1246,5207
1247,5102
1248,4427
1249,4086
1250,3640
1251,3499
1252,1771
1253,1035
1254,3754
1255,3980
1256,3182
1257,1279
1258,3122
1259,3729
1260,4719
1261,2772
1262,3726
1263,3672
1264,2857
1265,4790
1266,2607
1267,4258
1268,3120
1269,2789
1270,2981
1271,3981
1272,1387
1273,5214
1274,5284
1275,2383
1276,2858
1277,3099
1278,3572
1279,1548
1280,5020
1281,2225
1282,1991
1283,2684
1284,4211
1285,1310
1286,1228
1287,3383
1288,2646
1289,4688
1290,2744
1291,3678
1292,5227
1293,4584
1294,4123
1295,2579
1296,4497
1297,4180
1298,2974
1299,3639
1300,3670
1301,1794
1302,2923
1303,1376
1304,1579
1305,3794
1306,3452
1307,4453
1308,4575
1309,2701
1310,2531
1311,1519
1312,1434
1313,4650
1314,4882
1315,3312
1316,2044
1317,5260
1318,2762
1319,1355
1320,1730
1321,4882
1322,3440
1323,5125
1324,3053
1325,3231
1326,2737
1327,3969
1328,4625
1329,5262
1330,3980
1331,2840
1332,4075
1333,2800
1334,3193
